text,cefrlevel
"Þórarinn Eldjárn „Hvaðefsaga"": Hvernig eru hvaðefsögur? Þær hefjast allar á spurningunni hvað ef ...? Maður segir ósköp einfaldlega HVAÐ EF ... og bætir svo við eins fljótt og hægt er, án alltof mikillar áreynslu, því sem fyrst kemur upp í hugann. Án umhugsunar. Sem sagt ekki að HUGSA það upp, heldur á það að KOMA upp í hugann. Koma sjálft. Ef maður hugsar of mikið verður allt miklu erfiðara, svo knosað og þæft og algjörlega fyrirsjáanlegt — eftir á. Sumir kunna líka ekkert að hugsa. Ég er einn af þeim. Það er ekki þar með sagt að ég sé alveg hugsunarlaus. Auðvitað hugsa ég, en veit bara aldrei fyrr en eftir á að ég var að hugsa og skil þá aldrei hvernig ég fór að því. Svona eins og þegar maður leysir gestaþraut óvart einu sinni, en getur svo aldrei endurtekið það. Nema kannski óvart löngu seinna. Og þá er maður ekkert betur settur. Hvað ef ... fjöllin væru hol að innan ...? Allt frá landnámi hafði fjallið Skjaldbakur verið helsti farartálmi milli byggða norðanlands. Hann lá þarna eins og klessa, liðaðist eins og óyfirstíganlegur múr á sýslumörkum, hindraði samgang og hefti mannlíf, kynti undir hrepparíg og útúrboruhætti. Smölun var erfið og hættuleg, ótölulegur var sá fjöldi dýra og manna sem þar hafði orðið úti í aldanna rás, eða hrapað niður um öll götin. Meira að segja veðrið gat aldrei verið eins vestan Skjaldbaks og austan, hvað þá norðan og sunnan. Það ýtti að sjálfsögðu enn undir úlfúð og illindi. En nú var nútíminn kominn til Norðurlands. Það er að segja, auðvitað var hann löngu kominn, en eiginlega næstum því farinn aftur af því aðstæður voru orðnar honum svo erfiðar. Öllum var orðið ljóst að bættar samgöngur voru lykilatriði. Það þyrfti einhvern veginn að sameina allar byggðirnar umhverfis fjallið, gera þær að einu atvinnusvæði. Málið var rætt og á endanum komist að þeirri niðurstöðu að jarðgöng væru eina raunhæfa lausnin. Ekki hafði þetta fyrr verið samþykkt en miklar deilur hófust um hvar göngin ættu að vera. Í byggðunum umhverfis fjallið höfðu myndast ýmsir þéttbýliskjarnar. Augljóst var að þeir sem yrðu svo lánsamir að fá gangamunna inn á gafl hjá sér kæmu til með að njóta þess ríkulega, aðrir yrðu trúlega enn verr settir en áður, ennþá afskekktari. Lengi virtist sem þessi staðreynd ætlaði að drepa málinu á dreif. Allt fór í hnút, og göng með hnút eru auðvitað engin göng. - Við tökum ekki í mál að Flatvíkingar fái munnann, sögðu Sléttvíkingar. Og vestan Skjaldbaks var sama sagan: - Ef Lágeyringar eiga að fá munnann en ekki við, sögðu Einseyringar, þá er það alveg skýlaust brot á jafnræðisreglu stjórnarskrárinnar. Stjórnvöld syðra voru farin að anda léttar, meðan heimamenn deildu gátu þau drottnað og notað peningana í eitthvað annað. Þá greip höfundur sögunnar inn í: - Hvurslags er þetta eiginlega! Eru allir búnir að gleyma því að þetta er hvaðefsaga? Fjöll eru hol að innan. Það þarf engin göng. Það er alveg nóg að gera dyr. Og það er bara ekki nokkurt einasta mál að vera með einar dyr á Sléttvík og aðrar á Flatvík, einar á Lágeyri og aðrar á Einseyri. Það tók ekki nema viku að saga fernar dyr á fjallið. Þegar inn var komið reyndist fjallbotninn alveg rennisléttur, svo þegar búið var að ryðja burt lausagrjóti og beinum manna og dýra var leiðin greið og öll frekari vegagerð óþörf. Ekki er að því að spyrja að þessi mikla samgöngubót skipti gríðarlegu máli fyrir atvinnuþróun og menningu byggðanna í kring. Allt tók að blómstra þar sem áður hafði ríkt stöðnun og doði. Dyrum fjölgaði í sífellu út með öllu fjallinu. Það þótti réttlætismál að hvert býli fengi sínar dyr. Og með aukinni tækni varð brátt auðvelt fyrir einkaaðila að koma sér upp eigin dyrum sem aðrir höfðu ekki aðgang að. Í öllum þorpunum varð það líka fljótlega þannig að allir sem bjuggu næst fjallshlíðinni fengu sér einkadyr beint úr bakgarðinum. Örnefnanefnd féllst á að breyta nafni Skjaldbaks í Dyrfjall. Í þessu fólst hætta. Víða var svo komið að dyr stóðu mjög þétt, varla nema rétt karmarnir á milli, en stálbitar höfðu reyndar verið settir til styrktar og burðarþolsfræðingar töldu að allt væri í stakasta lagi. Og sennilega var það svo. En þegar fjallið hrundi var það fyrir óheppilegt samspil nokkurra þátta. Þetta var á sautjánda júní og allar dyr stóðu opnar, yfirleitt var ekki leyft vegna dragsúgs. En að þessu sinni hafði verið gerð undantekning. Veður var ákaflega bjart og fagurt vestanmegin, en rigning og suddi austanfjalls. Því hafði verið ákveðið að galopna allar dyr til að góða veðrið kæmist austur. Ekki veit ég hvers vegna enginn sá að vonda veðrið gat auðvitað alveg eins borist vestur. Menn hugsa ekki alltaf rökrétt á sautjánda júní. En þannig stóð sem sagt allt galopið þegar snarpar vindhviður bárust úr báðum áttum á sama augnabliki um leið og jarðskjálftinn reið yfir. Það var nú annað líka, þetta var Suðurlandsskjálftinn og alveg óskiljanlegt hvað hann var að gera norðanlands. Sem betur fer varð enginn mannskaði, allir voru úti að hlusta á ávarp fjallkvennanna beggja vegna fjalls. En nú er þarna sem sagt þessi hræðilega grjóthrúga, gjörsamlega óyfirstíganleg, alveg eins og fjall, nema hvað hún er náttúrlega ekki hol að innan. Þetta er auðvitað dálítið óhugnanleg saga. Þó er eiginlega eitt sem mér finnst ennþá óhugnanlegra að hugsa sér: Hvað ef þetta væri ekki hvaðefsaga? ",C1
"Fjallkonumynd eftir Zwecker: Árið 1866 gerði þýski listamaðurinn J.B. Zwecker áhrifaríka mynd af íslensku fjallkonunni. Hún var gerð eftir fyrirsögn Eiríks Magnússonar sem lýsti fjallkonunni á eftirfarandi hátt í bréfi til Jóns Sigurðssonar: „Konumyndin á að tákna Ísland, því hefur hún ískórónu á höfði, sem eldar gjósa upp úr. Á öxl hennar er hrafninn, Íslands einkennilegasti fugl, Óðins forni vin og skáldanna eftirlætisgoð, fréttafugl mikill og margkunnugur. Yfir sjónum flögrar már, en yfir brimsævi tíma og sögu berast rúnakefli að landi eða upp í fang konunni, og hefur hún þegar náð einu þeirra. Þetta átti svo sem að vera symbolum (tákn) bókmenntalandsins og sögulandsins okkar. Yfir er nótt og stirndur himinn og máninn uppi. Á bak við eru fjöll, tunglroðinn á eggjunum.“ ",C1
"„Krummasaga.“ Úr þjóðsögum Jóns Árnasonar. Eftirfarandi saga um hrafninn er í þjóðsögum Jóns Árnasonar. Lestu söguna og svaraðu spurningunum á næstu flettum. Í Vatnsdal fyrir norðan er mælt að nokkrir bæir hafi farist af skriðum sem fallið hafa úr svokölluðu Vatnsdalsfjalli. Meðal þessara bæja er einn nefndur sem hét Gullberastaðir. Bóndadóttirin hafði haft þá venju að gefa bæjarhrafninum ætíð þegar hún borðaði. Einu sinni þegar hún eftir venju sinni rétti honum út um gluggann það er hún ætlaði að gefa honum þá vildi krummi ekki taka við. Stúlkuna furðaði á þessu og fór út með það. Krummi kom mikið nálægt henni, en vildi þó ekki þiggja snæðinginn, lét samt einlægt líklega svo hún elti hann út í túnið nokkuð frá bænum. En þegar þau voru komin þangað þá heyrði hún miklar drunur uppi í fjallinu og allt í einu féll skriðan báðumegin við þau, en við þann blett er þau stóðu á kom hún ekki. Bærinn fór af, svo krummi launaði henni þannig matinn. En orsökin hvers vegna skriðan féll ekki yfir blettinn sem þau voru á er sagt að hafi verið sú að þegar Guðmundur biskup einhverju sinni hefði verið á ferð þá hafði hann tjaldað á þessum blett og áður en hann færi burt hefði hann vígt tjaldstaðinn eins og hann víðar hefði verið vanur að gjöra. ",C1
"Guðmundur Hilmarsson, „Ásdís er sannur víkingur“: „Ég vona bara að Ásdís mæti til leiks í góðum anda og njóti þess virkilega að vera á vettvangi. Hún er búin að ná frábærum árangri nú þegar með því að komast í úrslitin og hún á að njóta þess að vera innan um stelpurnar sem hún á eftir að vinna á næstu árum,“ segir Einar Vilhjálmsson, fyrrverandi afreksmaður í spjótkasti, við Morgunblaðið. Líkt og stór hluti Íslendinga mun Einar fylgjast spenntur með þegar Ásdís Hjálmsdóttir keppir til úrslita í spjótkastskeppni á Ólympíuleikunum í London í kvöld. Finnst þér að Ásdís eigi að geta mætt til leiks nokkuð pressulaus? „Já hún ætti að geta gert það gagnvart þjóðinni og gagnvart okkur sem höfum metnað fyrir hennar hönd er hún algjörlega pressulaus því hún er búin að gefa okkur gjöf sem er bæði stærri og glæsilegri heldur en margir hverjir töldu ástæðu til að ætlast af henni. Við sem höfum verið að fylgjast með hennar frábæra starfi og Stefáns Jóhannssonar þjálfara vitum að þetta átti Ásdís inni og meira til. Í stóru myndinni eru nokkrar konur afgerandi líklegastar til að hreppa gull í keppninni. Þær allra líklegustu eru fjórum árum eldri en Ásdís og í minni sýn á þann frábæra afreksíþróttamann sem hún er þá hef ég alltaf metið það þannig að Ólympíuleikarnir í Ríó í Brasilíu árið 2016 væru sá tími sem stjarna hennar myndi skína skærast,“ sagði Einar, en hann náði 6. sæti í spjótkastskeppninni á Ólympíuleikunum í Los Angeles í Bandaríkjunum árið 1984. ... Spurður hvort hann telji að Ásdís geti kastað lengra heldur en hún gerði í fyrradag þegar hún setti nýtt glæsilegt Íslandsmet með því að kasta 62,77 metra sagði Einar: „Kastið hjá henni í gær var engin hámörkun á hennar nýtingu og atgervi en það getur maður svo sem sagt um þær flestar sem keppa í úrslitunum. Það voru sjö sem fóru fumlaust í gegnum undankeppnina og Ásdís var meðal þeirra. Ég geri ráð fyrir því að stór hluti þjóðarinnar sé rosalega stoltur yfir því að hafa Ásdísi í úrslitunum. Ásdís er sannur víkingur og sá eini í úrslitunum. Hún er eini Norðurlandabúinn og ef ég þekki hana rétt mun hún ekki mæta bara til að hafa gaman af og dúllast með. Það kæmi mér ekki á óvart ef hún tæki áhættu,“ sagði Einar. „Sú áhætta felst í því að minnka líkurnar á að geta stýrt spjótinu rétt. Hún þarf að taka ákvörðun um það hvort hún reynir að taka það sem er kallað öryggiskast sem þýðir að hún fer á hraða og setur í það þá ákefð sem hún veit að hún getur stjórnað spjótinu með. Hún getur líka valið að taka áhættu strax í fyrsta kasti. Ef henni tekst að verja 11. sætið yrði það góður árangur og allt umfram það frábær árangur.“ ",C1
"Flosi Þórðarson (10. og 11. öld), einnig þekktur sem Brennu-Flosi, eftir að hann fór að Njáli á Bergþórshvoli og brenndi hann inni ásamt sonum sínum öllum. Flosi var mikill höfðingi og bjó á Svínafelli í Öræfum. Kona hans hét Steinvör og var laundóttir Síðu-Halls. Flosi var sonurr Þórðar Freysgoða Össurarsonar og Ingunnar dóttur Þóris á Espihóli Hámundarsonar heljarskinns. Hálfbróðir hans samfeðra var Starkaður Þórðarson, sem var faðir Hildigunnar Starkaðardóttur, sem fyrr var gift Höskuldi Hvítanessgoða og síðar Kára Sölmundarsyni. Eftir að Njálssynir, Kári og Mörður Valgarðsson (Lyga-Mörður) höfðu drepið Höskuld Hvítanessgoða að áeggjan Marðar, kom Hildigunnur því svo fyrir að Flosi varð að hefna vígsins. Æxluðust málin þannig að Flosi safnaði geysimiklu liði og fór að Bergþórshvoli að nóttu til síðsumars árið 1011 og bar eld að bænum. Bauð hann útgöngu konum öllum og vinnuhjúum. Bergþóra, kona Njáls, vildi ekki þiggja að ganga úr eldinum. Brann þarna inni mikill fjöldi fólks, en Kári Sölmundarson slapp úr eldinum einn manna og hefndi grimmilega fóstbræðra sinna og Þórðar sonar síns, sem fórst með afa sínum og ömmu í brennunni. Síðar sættust þeir heilum sáttum, Kári og Flosi og var hápunktur sættanna þegar Kári gekk að eiga Hildigunni Starkaðardóttur. Flosi fór í hárri elli í verslunarferð til Noregs og varð seinn fyrir til baka. Menn sögðu honum að skip hans væri ekki gott til úthafssiglinga, en hann taldi það hæfa sér, því hann væri gamall og fúinn líka. Lét hann svo í haf og fórst skipið í hafi með öllu sem á var. Kolbeinn Flosason lögsögumaður er oftast talinn sonur Flosa og konu hans, Steinvarar, dóttur Síðu-Halls. ",C1
"Auðgunarbrot eða fjármunabrot er afbrot framið í þeim tilgangi að hagnast fjárhagslega. Auðgunarbrot koma fram í XXVI. kafla almennra hegningarlaga nr. 19/1940. Brot framin í auðgunarskyni beinast yfirleitt að tilteknu verknaðarandlagi og felast brotin í ólögmætri yfirfærslu slíkra verðmæta til annarra einstaklinga eða lögaðila sem ekki hafa umráð yfir þeim. Í þessu felst að í auðgunarbrotum er auðgunarásetningur sem beinist að tilteknu verknaðarandlagi og ólögmætri yfirfærslu verðmætanna. Auðgunarbrot eru ólík en hafa viss sameiginleg einkenni, þau eru tjónsbrot og sum með fullframningarstig fært fram og verðgildi fjármuna þarf ekki að rýrna við brotin heldur færast þau með ólögmætri yfirfærslu fjármuna til einhvers eða einhverra sem ekki á rétt til þeirra. Andlag brotanna hefur alltaf eitthvað fjárhagslegt gildi og því geta verðlausir munir ekki verið verknaðarandlag brotanna. Brotið þarf því að beinast að einhverju verðmæti. Einkenni auðgunarbrota er saknæmisskilyrðið, sbr. ásetningur í 18. gr. hgl. og dugar gáleysi ekki til. ",C1
"Vetrarstríðið braust út þegar Sovétríkin réðust á Finnland þann 30. nóvember 1939, þremur mánuðum eftir upphaf seinni heimsstyrjaldarinnar. Sovétríkin voru í framhaldi af því rekin úr Þjóðabandalaginu þann 14. desember. Stalín reiknaði með að hertaka allt Finnland áður en árið væri úti, en mótstaða Finna reyndist sovéska hernum afar erfið, þrátt fyrir að sovésku herdeildirnar hefðu þrefaldan mannafla á við finnska herinn. Finnar héldu út þar til í mars 1940 þegar friðarsamkomulag var undirritað þar sem Finnar urðu að láta af hendi 10% af landsvæði sínu og 20% af helstu iðnaðarsvæðum sínum til Sovétríkjanna. Útkoma vetrastríðsins er blendnum tilfinningum háð. Þrátt fyrir að sovéski herinn hafi á endanum náð að brjóta varnir Finna á bak aftur, komust hvorki Sovétríkin né Finnland vel frá stríðinu. Mannfall í röðum sovéska hersins var gríðarlegt og breytti áliti annarra þjóða á Sovéska herveldinu. Geta Rauða hersins var mjög véfengd, sem að leiddi til ákvörðunar Hitlers um hrinda af stað Barbarossa-aðgerðinni. Sovéski herinn náði að lokum ekki markmiði sínum um hertöku Finnlands og náði einungis undir sig landsvæði í kringum Ladogavatn. Finnar héldu hinsvegar sjálfstæði sínu og hlutu samúð og velvilja annarra þjóða í sinn garð. Frakkar og Bretar höfðu undirbúið stuðning við Finna í gegnum Norður-Skandinavíu en ekkert var úr því þegar skrifað var undir friðarsamkomulagið þann 15. mars. Vetrarstríðið (""talvisota"" á finnsku) er að margra áliti hernaðarlegur smánarblettur á fyrrum Sovétríkjunum og var túlkað af sumum sem veikleikamerki á sovéska stjórnkerfinu. Stalín lærði þó af mistökum vetrarstríðsins og áttaði sig á því að pólitísk yfirráð yfir rauða hernum voru ekki lengur ásættanleg. Eftir vetrarstríðið var stjórnskipan hersins breytt, hann gerður nútímalegri og hæfir foringjar settir við stjórnvölinn. Þessi ákvörðum átti eftir að reynast vel síðar gegn innrás Þjóðverja. Á Íslandi var innrás Sovétríkjanna harðlega gagnrýnd. Allir stjórnmálaflokkar nema sósíalistaflokkurinn mótmæltu innrásinni. Sömuleiðis var almenningsálitið mjög andsnúið innrásinni. Andstaðan á Íslandi var að sumu leyti vegna þess að íslendingar óttuðust um eigin stöðu ef stórveldum væri leyfilegt að ráðast á hlutlaus smáríki en ekki síður vegna samkenndar sem Íslendingar fundu með Finnum sem norrænu ríki, enda kallaði innlimun Eystrasaltsríkjanna í Sovétríkin í upphafi seinni heimsstyrjaldarinnar hvergi nærri á sömu viðbrögð á Íslandi. Stuðningur sósíalistaflokksins við innrásina gerði þá utanveltu í íslenskum stjórnmálum og reiði annarra flokka í þeirra garð vegna afstöðu þeirra til stríðsins gekk svo langt að aðrir flokkar komu sér saman um að hunsa þá á Alþingi. ",C1
"Málsháttur er fullgerð setning sem oftast felur í sér gamla lífsspeki, almenn sannindi, meginreglu eða lífsviðhorf sem menn bregða fyrir sig í daglegu tali eða rituðu máli, gjarnan sem skírskotun til almennt viðurkenndra sanninda um ýmis fyrirbæri mannlegs lífs. „Íslenskir málshættir eru oftast stuttar og gagnorðar málsgreinar, mjög oft ein setning hver, sem menn bregða fyrir sig í daglegu tali eða rituðu máli, gjarnan sem skírskotun til almennt viðurkenndra sanninda um ýmis fyrirbæri mannlegs lífs. Þeir eru oftast höfundarlausir eins og mestallur orðaforði tungunnar. Málsháttur helst meira og minna í föstum skorðum og honum er ætlað að fela í sér meginreglu eða lífspeki. Þessi stöðugleiki er einkenni málsháttarins bæði á ferli sínum manna á meðal á hverjum tíma og eins þótt hann erfist frá kynslóð til kynslóðar“. (Íslenskir Málshættir, með skýringum og dæmum, Sölvi Sveinsson, 1995.) Þess ber að geta að málshættir, orðkviður eða spakmæli eru allt reynslusannindi um breytni manna og lýsa oftast viðhorfum alþýðu. Stundum er mjótt á munum í hugum manna hvort um er að ræða málshátt eða orðtak en í raun er auðvelt að greina þar á milli. Málsháttur er fullgild og sjálfstæð málsgrein: Árinni kennir illur ræðari. Lélegir ræðarar kenndu árinni um eigin ómennsku og í yfirfærðri merkingu nota menn málsháttinn þegar einhver kennir öðru um en sjálfum sér. Orðtak hljóðar á þá lund að einhver komi ár sinni vel fyrir borð og jafnvel hvernig hann fór að því. Þá fyrst fær orðtakið fulla merkingu. ",C2
"Það ræðst á næstu átta vikum hvort aðilum vinnumarkaðarins tekst að koma á nýjum langtíma kjarasamningum sem duga til að keyra niður verðbólguna. Ef ekki tekst að fá ríki, sveitarfélög og fyrirtæki til að sameinast um þetta markmið má reikna með að verðbólga verði áfram mikil og jafnvel aukist. Forseti ASÍ og framkvæmdastjóri SA mæta í Pallborðið hjá Heimi Má Péturssyni fréttamanni í beinni útsendingu á Vísi og Stöð 2/Vísi klukkan hálf þrjú í dag. Í dag eru um átta vikur þar til gildandi skammtíma kjarasamningar á almennum vinnumarkaði renna sitt skeið. Aðilar vinnumarkaðarins stefna að því að ná saman um nýja langtíma samninga áður en skammtímasamningarnir renna út. Til þess að það megi gerast segir verkalýðshreyfingin að sveitarfélögin, ríkið og fyrirtækin verði leggja sitt að mörkum í baráttunni við verðbólguna og til að ná niður verðbólgunni. Verkalýðshreyfingin gekk ekki sameinuð fram við gerð gildandi skammtímasamnings sem tók gildi hinn 1. nóvember í fyrra. Efling var ekki með öðrum aðildarfélögum Starfsgreinasambandsins við samningaborðið og fór í verfallsaðgerðir fljótlega upp úr síðustu áramótum. Samtök atvinnulífsins boðuðu á móti almennt verkbann á félagsmenn Eflingar og deiluefnin hrönnuðust upp fyrir Félagsdómi og Héraðsdómi. Nú sameinast félög og landssambönd í sameiginlegri samninganefnd undir merkjum Alþýðusambandsins. Finnbjörn A. Hermannsson forseti Alþýðusambands Íslands og Sigríður Margrét Oddsdóttir framkvæmdastjóri Samtaka atvinnulífsins mæta í beina útsendingu í Pallborðinu hjá Heimi Má Péturssyni fréttamanni á Vísi og Stöð 2/Vísi klukkan hálf þrjú í dag. Mikið er í húfi fyrir heimili og fyrirtæki. Forseti ASÍ segir verkalýðshreyfinguna ekki eina geta staðið undir því að minnka verðbólgu og ná niður vöxtum. Sveitarfélögin verði að draga til baka áætlanir um miklar gjaldskrárhækkanir í fjárhagsáætlunum fyrir næsta ár og ríkið verði að auka vaxta- og barnabætur og leggja fram raunhæfar áætlanir í húsnæðismálum. Einar Þorsteinsson formaður borgarráðs lýsti því yfir í viðtali við Stöð 2 á fimmtudag í síðustu viku að Reykjavíkurborg myndi endurskoða sínar áætlanir nái aðilar vinnumarkaðarins saman um skynsama kjarasamninga. Önnur umræða fjárlaga hefst síðan á Alþingi í dag en áður en fjárlög verða samþykkt fyrir jól krefst verkalýðshreyfingin mikilla breytinga á útgjöldum til barna- og vaxtabóta og annarra tilfærslukerfa ríkisins. ",C2
"Marie Curie er einn frægasti eðlis- og efnafræðingur sögunnar. Hún hlaut tvisar sinnum Nóbelsverðlaun fyrir rannsóknir sínar á geislavirkni og frumefninu radíni. Rannsóknir hennar voru sannkallað brautryðjendastarf varðandi eiginleika frumefna og þróun og nýtingu kjarnorku. Marie Curie, eða Maria Sklodowska eins og hún hét upphaflega, fæddist í Varsjá í Póllandi árið 1867. Hún missti móður sína þegar hún var 11 ára gömul. Faðir hennar var kennari í eðlisfræði og stærðfræði og vöktu þessi fræði mikinn áhuga hjá stúlkunni. Faðir Marie hélt dætrum sínum að bókum enda þótti honum eðlilegt að stúlkur stunduðu nám jafnt við stráka. Þessi afstaða var um margt óvenjuleg fyrir þennan tíma því að stúlkum var þá til dæmis meinaður aðgangur að háskólum í Póllandi. Marie var góðum gáfum gædd og gat til dæmis talað fimm tungumál sem ung stúlka. Henni var margt fleira til lista lagt og gat leikið á píanó, dansað og saumað af mikilli list. Náttúruvísindi áttu þó hug hennar allan og æðsti draumur hennar var að geta stundað nám við Sorbonne háskólann í París í Frakklandi. Fjölskylda hennar var þó ekki vel efnum búin svo að litlar líkur virtust á því að þessi draumur hennar gæti ræst. En Marie dó ekki ráðalaus og í stað þess að fara í háskólanám strax vann hún sem kennslukona hjá nokkrum fjölskyldum í Póllandi. Peningana sem hún vann sér inn sendi hún systur sinni sem lagði stund á læknisfræði í París. Þær systur höfðu gert með sér samkomulag um að styðja hvor aðra til náms. Marie borgaði fyrst nám systur sinnar en síðar borgaði systirin fyrir nám Marie. Árið 1891 kom Maria Sklodowska loks til Parísar til þess að stunda nám við Sorbonne. Af 12.000 nemendum skólans voru einungis örfáar konur. Marie helti sér út í námið og lifði mjög einföldu og fábreyttu lífi. Pierre Curie hitti hún árið 1894 og giftist honum árið eftir. Pierre var þegar orðin frægur eðlis- og efnafræðingur. Þau áttu eftir að vinna mikið saman. Marie var ekki mikið fyrir íburð og segir sagan að hún hafi valið sér brúðarkjól gagngert með það fyrir augum að geta notað hann í rannsóknarstofunni seinna. Á þessum tíma var vitað að til væru efni sem gáfu frá sér geislun en ekki var vitað af hverju. Marie Curie eyddi miklum tíma í að rannsaka hvort þetta fyrirbæri væri til í ólíkum frumefnum. Það var síðar nefnt geislavirkni (enska radioactivity). Pierre og Marie uppgötvuðu árið 1898 frumefnin radín og pólon, sem var skírt eftir heimalandi Marie. Þau sáu að þessi efni gáfu frá sér geisla og breyttust með tímanum í önnur efni. Uppgvötvun þeirra hafði byltingu í för með sér í vísindaheiminum því að talið hafði verið að frumefni væru óumbreytanleg. Vinna Marie fólst að miklu leyti í því að vinna radíum þannig að yrði nógu hreint til þess að hægt væri að búa til úr því málm. Vinnan bar árangur og Marie lauk doktorsprófi árið 1903 við Sorbonne. Sama ár fengu Marie og Pierre ásamt samstarfsmanni sínum Henri Becquerel nóbelsverðlaun í eðlisfræði fyrir rannsóknir á geislavirkni. Marie og Pierre eignuðust tvær dætur, Iréne árið 1897 og Éve árið 1904. Tveimur árum eftir að yngri dóttirin fæddist lést Pierre af slysförum eftir að hestvagn ók á hann. Þetta var mikið áfall fyrir Marie. Eftir andlát hans eyddi hún nánast öllum sínum tíma við rannsóknir. Sama ár og Pierre dó fékk hún leyfi til þess að kenna við Sorbonne, fyrst kvenna. Árið 1911 fékk hún aftur Nóbelsverðlaun en nú í efnafræði, fyrir rannsóknir sínar á því hvernig væri hægt að einangra radíum. Marie Curie hélt áfram að rannsaka geislavirkni og notkun geislavirkni í læknisfræði. Hún uppgötvaði til dæmis að geislar gætu læknað húðkrabbamein. Marie Curie var fræg um heim allan og hélt hún fyrirlestra víða jafnframt því sem hún hélt áfram rannsóknum. En það var heilsuspillandi að vinna með geislavirkni og svo fór að Marie fór að finna fyrir mikilli þreytu, var oft með höfuðverk og hita. Marie lést árið 1934 úr hvítblæði sem hún fékk sennilega vegna geislavirkni frá frumefnum sem hún hafði unnið með. Eldri dóttir hennar, Iréne hélt rannsóknum móður sinnar áfram ásamt eiginmanni sínum. Þau hlutu Nóbelsverðlaun árið 1935 fyrir uppgötvun sína á örvaðri geislavirkni (artificial radioactivity). Yngri dóttir Curie-hjónanna, Éve, skrifaði ævisögu móður sinnar sem varð allfræg og heitir á frummálinu, frönsku, Madame Curie. Hún hefur verið þýdd á mörg tungumál, þar á meðal íslensku, og er til á nokkrum málum á Landsbókasafni. -- Einnig hefur talsvert verið fjallað um Marie Curie í tengslum við vaxandi áhuga á konum í vísindum í seinni tíð. Er það að vonum því að hún hefur gegnt mikilvægu hlutverki sem eins konar táknmynd vísindakvenna. ",C2
"Í stuttu máli er munurinn á þursabiti og brjósklosi sá að þursabit er almennt heiti á skyndilegum bakverk en brjósklos er fræðilegt heiti á orsök fyrir bakverk. Hryggurinn er burðarás líkamans, súla sem ber mannslíkamann uppi. Hann er gerður úr flóknu kerfi 26 samtengdra hryggjarliða úr beini, taugum, vöðvum, sinum og liðböndum, sem hvert um sig getur skaddast og valdið sársauka, taugaeinkennum og skertri hreyfigetu. Hryggjarliðirnir eru flokkaðir eftir staðsetningu í líkamanum, efst eru sjö hálsliðir (C1-C7), síðan taka við tólf brjóstliðir (T1-T12) í brjóstbakinu og fimm lendarliðir (L1-L5) í lendarbaki. Þar fyrir neðan er þríhyrningslaga flatt bein úr samgrónum spjaldliðum. Það kallast spjaldhryggur. Neðst er rófubein úr 2-3 rófuliðum sem eru samgrónir að hluta. Beinin í hryggnum að aftanverðu umlykja og vernda mænuna sem liggur í mænugöngum innan þeirra milli háls og niður að efsta lendarlið. Á milli hryggjaliðanna eru brjóskþófar sem tengja saman liðina. Þeir eru samsettir úr bandvefshring sem liggur umhverfis hlaupkenndan kjarna. Brjóskþófarnir virka sem demparar milli liðanna, auka hreyfigetu hryggjarins og styðja við hann. Þursabit er almennt heiti á skyndilegum bakverk. Flestir finna fyrir bakverk einhvern tímann á ævinni. Bakverkur er algengt umkvörtunarefni hjá fólki á öllum aldri, þó mest hjá ungu fólki í líkamlega erfiðri vinnu og hjá eldra fólki. Bakverkur í neðri hluta baks er í lendahrygg (mjóbaki) eða spjaldhrygg, og í mjaðmabeinum. Hann getur ýmist verið vægur eða mikill og sár verkur eða óþægindi sem birtast skyndilega. Hugtakið þursabit er oftast notað í almennu tali yfir slíka sára verki sem gera vart við sig allt í einu. Ýmislegt getur valdið þursabiti, til dæmis álag eða slit í smágerðum vöðvum og tognun í liðböndum og jafnvel útbungun í hryggþófa. Oft er orsök þursabits þó óþekkt. Í flestum tilfellum jafnar bakverkur sig á nokkrum vikum en hjá sumum er hann þrálátt vandamál sem dregur úr lífsgæðum. Ef bakverkurinn varir lengur en þrjá mánuði er talað um langvarandi bakverk frekar en þursabit. Brjósklos (e. herniated disc) er sérstakt fyrirbæri og notað um það þegar kjarninn í brjóskþófunum, sem liggja milli hryggjarliðanna, þrýstir á bandvefshringinn og veldur því að hann bungar út eða rifnar og þrýstingur verður á aðliggjandi taugarætur. Fjallað er um brjósklos í svari Sólveigar Dóru Magnúsdóttur við spurningunni Af hverju stafar brjósklos og hvaða einkenni fylgja því? Að lokum má benda á Bókina um bakið sem Landlæknisembættið gaf út, en þar er að finna ráðleggingar um hvernig hægt er að takast á bakverki. ",C2
